,Unnamed: 0_x,person_id,arrest_id_x,charge_degree,offense_category,arrest_date_event,Unnamed: 0_y,arrest_id_y,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year,pred_lr,pred_dt
2801,1688,85246,7353880,felony,violent,2016-03-14,51,6243514,19.75068493150685,M,Black,2017-01-12,1,0.0,4,0,0
3791,305,339988,7270525,misdemeanor,property,2016-04-05,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0,0,0
4763,984,988101,5855610,misdemeanor,violent,2017-04-21,57,6185866,33.271232876712325,M,Black,2017-01-28,0,0.0,0,0,0
181,4810,8089,4321189,misdemeanor,drug,2018-02-16,586,4652942,22.35890410958904,M,Black,2017-12-12,0,0.0,0,0,0
768,4124,26258,6888986,felony,violent,2016-07-05,412,4367944,22.02739726027397,M,Black,2018-02-08,1,0.0,1,0,0
1198,5291,38681,4176802,misdemeanor,other,2018-03-15,801,4546237,41.66301369863014,F,White,2018-01-08,0,0.0,0,0,0
5214,3251,1075503,4479809,misdemeanor,property,2018-01-20,212,6623957,61.09041095890411,M,Black,2016-09-19,0,0.0,1,0,0
624,2348,23004,5916990,misdemeanor,property,2017-04-07,103,5232450,55.75890410958904,M,White,2017-09-07,0,0.0,0,0,0
5997,5344,1688253,6018776,misdemeanor,other,2017-03-11,28,6946113,33.14246575342466,M,White,2016-06-15,0,0.0,0,0,0
5362,2124,1129092,7221786,felony,property,2016-04-18,583,6971419,31.638356164383563,F,White,2016-06-08,1,0.0,4,0,0
4277,3721,721126,7453819,misdemeanor,property,2016-02-18,730,7453819,50.013698630136986,M,Black,2016-02-18,0,0.0,0,0,0
2394,5617,76548,2312185,misdemeanor,other,2019-01-30,209,5008666,27.293150684931508,M,Black,2017-10-16,0,0.0,0,0,0
4557,1135,912191,8784457,misdemeanor,drug,2014-12-21,454,5560929,34.93698630136986,M,Black,2017-07-03,0,0.0,1,0,0
3622,414,316053,8146633,misdemeanor,drug,2015-07-17,353,5560634,41.33698630136986,F,White,2017-07-03,0,0.0,0,0,0
6395,4227,3185585,6724733,misdemeanor,other,2016-08-20,579,6326198,50.45205479452055,M,Black,2016-12-17,0,0.0,0,0,0
1152,6309,35320,4109743,felony,violent,2018-03-27,544,3607980,24.339726027397266,M,Black,2018-06-13,0,0.0,2,0,0
5166,5899,1072559,11257034,misdemeanor,other,2012-08-28,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
4484,889,909864,10276609,misdemeanor,drug,2013-08-09,80,6892870,22.273972602739725,M,Black,2016-07-02,0,0.0,0,0,0
3179,3563,113657,11150684,misdemeanor,other,2012-10-03,814,6607334,23.334246575342465,M,Black,2016-09-22,0,0.0,0,0,0
4874,2095,1009066,9736164,misdemeanor,property,2020-12-16,67,5067540,20.96712328767123,M,Black,2017-10-04,0,0.0,0,0,0
3119,5979,98350,10542509,misdemeanor,other,2013-05-11,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1,0,0
5181,5926,1072559,5586529,misdemeanor,other,2017-06-27,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
1796,1313,57776,6892734,misdemeanor,drug,2016-07-02,500,7308318,21.936986301369863,M,Black,2016-03-25,0,0.0,1,0,0
6229,3198,2559192,2830281,misdemeanor,violent,2018-10-20,694,6055237,65.05205479452054,M,Black,2017-03-02,0,0.0,0,0,0
149,2295,6614,5647828,misdemeanor,property,2017-06-13,107,5913001,25.3972602739726,M,White,2017-04-09,0,0.0,1,0,0
562,91,20799,2953461,misdemeanor,other,2018-09-26,654,12005419,47.68493150684932,M,White,2018-01-06,0,0.0,0,0,0
55,976,2778,4871957,misdemeanor,violent,2017-11-05,35,4871957,29.649315068493152,M,mixed,2017-11-05,0,0.0,0,0,0
4389,3271,848761,7508310,felony,property,2016-02-03,613,7291921,30.10410958904109,M,White,2016-03-31,1,0.0,0,0,0
1628,2258,55857,9607855,misdemeanor,property,2014-03-24,434,6102845,27.07945205479452,F,White,2017-02-17,0,0.0,0,0,0
2556,3097,79687,5027340,felony,property,2017-10-12,769,7247779,30.32328767123288,M,Other,2016-04-12,0,0.0,2,0,0
2486,4472,78786,11366419,misdemeanor,other,2012-07-19,479,6645202,24.15068493150685,M,White,2016-09-12,0,0.0,2,0,0
5304,1363,1119846,8906725,felony,other,2014-11-08,914,7485908,19.312328767123287,M,Black,2016-02-08,1,0.0,3,0,0
1833,4737,59578,10291719,felony,drug,2013-08-06,480,7422471,39.63835616438356,M,Black,2016-02-23,0,0.0,1,0,0
4840,959,1002535,5559286,misdemeanor,other,2017-07-04,388,5559287,23.715068493150685,M,Black,2017-07-04,0,0.0,0,0,0
5857,2651,1519445,6553405,misdemeanor,violent,2016-10-10,19,6553405,51.96986301369863,M,Black,2016-10-10,0,0.0,0,0,0
1819,4616,58583,13657700,misdemeanor,other,2012-02-07,266,3982258,27.813698630136987,M,Black,2018-04-07,0,0.0,2,0,0
6453,3381,3354887,5707539,misdemeanor,other,2017-05-30,712,5707539,19.42465753424657,F,White,2017-05-30,0,0.0,0,0,0
3803,535,339988,9428759,misdemeanor,property,2014-05-24,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0,0,0
1370,719,47273,10771404,felony,violent,2013-02-20,621,7465597,23.38082191780822,M,Black,2016-02-13,1,0.0,0,0,0
5183,5930,1072559,5634714,misdemeanor,other,2017-06-16,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
1510,2985,51323,7056356,misdemeanor,violent,2016-05-14,811,4837325,32.26027397260274,M,White,2017-11-13,0,0.0,0,0,0
1750,1228,57265,5435848,felony,other,2017-07-29,116,5435848,31.40821917808219,M,Black,2017-07-29,1,0.0,0,0,0
2110,3606,69058,7417171,misdemeanor,other,2016-02-25,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0,0,0
2590,821,81169,4983900,felony,violent,2017-10-19,268,6058682,18.97808219178082,M,Black,2017-03-01,0,0.0,0,0,0
430,179,14836,1695802,misdemeanor,violent,2020-05-15,773,5627332,26.013698630136982,M,White,2017-06-18,0,0.0,0,0,0
1345,2407,46101,1660743,misdemeanor,violent,2019-05-09,585,2788963,46.00547945205479,M,White,2018-10-29,0,0.0,0,0,0
1461,1393,49882,7374051,felony,drug,2016-03-08,230,3596356,35.18082191780822,M,Black,2018-06-14,0,0.0,1,0,0
992,6136,28710,4826472,misdemeanor,drug,2017-11-14,486,3904095,20.75068493150685,M,Black,2018-04-19,0,0.0,1,0,0
1024,5451,29538,10741593,misdemeanor,other,2013-03-02,756,4502396,35.553424657534244,M,Black,2018-01-16,0,0.0,1,0,0
804,6393,26596,8514739,misdemeanor,other,2015-03-23,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0,0,0
4583,4685,915957,11170779,misdemeanor,drug,2012-09-25,70,7206185,48.07671232876712,M,mixed,2016-04-21,0,0.0,0,0,0
2862,5816,89034,9555091,misdemeanor,other,2014-04-11,590,5573668,32.09041095890411,M,White,2017-06-30,0,0.0,0,0,0
2768,1946,84199,10593154,felony,property,2013-04-23,553,7563283,22.12054794520548,M,Black,2016-01-14,1,0.0,0,0,0
3847,467,342986,8101147,felony,violent,2015-07-31,427,3234875,50.80821917808219,M,Black,2018-08-02,1,0.0,2,0,0
5314,2059,1123886,195265,misdemeanor,property,2020-02-22,667,4973926,25.756164383561643,M,Black,2017-10-22,0,0.0,0,0,0
919,6431,27558,6534870,misdemeanor,other,2016-10-15,54,4448872,37.512328767123286,M,Black,2018-01-25,0,0.0,1,0,0
6270,2219,2746168,6277542,misdemeanor,violent,2017-01-04,438,6277542,22.898630136986306,M,Black,2017-01-04,0,0.0,0,0,0
4663,1318,942846,7476023,misdemeanor,drug,2016-02-10,662,7476023,44.3013698630137,M,Black,2016-02-10,0,0.0,0,0,0
1412,1071,48211,10912072,felony,violent,2012-12-29,843,3250281,34.2,M,White,2018-07-30,0,0.0,0,0,0
2125,4031,69058,2682232,felony,violent,2018-11-17,402,7255033,49.24931506849315,F,mixed,2016-04-10,1,0.0,0,0,0
829,4214,26679,7634286,misdemeanor,property,2015-12-21,224,6916481,31.117808219178084,M,Black,2016-06-25,0,0.0,0,0,0
824,6434,26596,6988305,misdemeanor,other,2016-06-03,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0,0,0
1768,1208,57529,7275173,felony,violent,2016-04-04,153,7224958,25.56438356164384,M,Black,2016-04-17,1,0.0,0,0,0
5410,1831,1137620,2851472,misdemeanor,property,2018-10-16,845,3130830,33.10958904109589,M,Black,2018-08-24,0,0.0,0,0,0
677,2510,25060,9315454,misdemeanor,violent,2014-06-24,718,4796664,25.947945205479453,F,Black,2017-11-19,0,0.0,0,0,0
1584,1787,53703,2644676,felony,violent,2018-11-25,581,6648850,21.15068493150685,M,Black,2016-09-11,0,0.0,1,0,0
1103,4048,33633,6730230,misdemeanor,property,2016-08-18,169,6995174,18.2986301369863,M,mixed,2016-06-01,0,0.0,0,0,0
3244,6187,126282,1504936,misdemeanor,other,2019-06-05,3,3573863,36.465753424657535,M,Black,2018-06-20,0,0.0,0,0,0
3497,2041,247459,4413925,felony,violent,2018-01-31,432,4852731,22.10684931506849,M,Black,2017-11-08,1,0.0,3,0,0
3125,6085,98350,7825454,misdemeanor,other,2015-10-24,183,4251991,53.772602739726025,M,Black,2018-03-02,0,0.0,1,0,0
6117,657,2143682,5014497,misdemeanor,property,2017-10-14,646,5014497,54.484931506849314,M,White,2017-10-14,0,0.0,0,0,0
5173,5908,1072559,9036975,misdemeanor,other,2014-09-23,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
4301,6163,741080,3802665,felony,other,2018-05-08,645,3802665,65.33972602739726,M,Black,2018-05-08,0,1.0,0,0,0
1480,1146,50827,7615837,misdemeanor,other,2015-12-28,716,5665899,21.778082191780825,M,Black,2017-06-08,0,0.0,3,0,0
5796,5841,1475717,3193787,misdemeanor,other,2018-08-10,275,3193787,33.11232876712329,F,White,2018-08-10,0,0.0,0,0,0
1908,421,63935,6724283,misdemeanor,property,2016-08-20,341,7021379,29.64109589041096,F,White,2016-05-24,0,0.0,1,0,0
2627,1449,81823,11553662,misdemeanor,drug,2012-05-18,809,3806430,34.8986301369863,M,,2018-05-07,0,0.0,0,0,0
1735,1405,57158,6386413,felony,drug,2016-11-26,168,3882249,29.983561643835618,M,Black,2018-04-23,0,0.0,0,0,0
1184,2144,38535,3503836,felony,property,2018-07-03,194,5666738,19.22739726027397,M,White,2017-06-08,0,1.0,1,0,0
369,5094,13605,6372809,misdemeanor,other,2016-11-30,115,7137668,44.14520547945205,F,Asian,2016-05-11,0,0.0,0,0,0
3148,4210,101916,9367942,misdemeanor,property,2014-06-06,504,7278705,25.991780821917807,M,Black,2016-04-03,0,0.0,0,0,0
1601,472,54289,6604040,misdemeanor,violent,2016-09-22,243,7266260,51.58082191780822,M,,2016-04-06,0,0.0,0,0,0
4303,3788,742629,1908693,misdemeanor,violent,2019-04-11,79,3828636,22.02465753424657,M,Black,2018-05-03,0,0.0,1,0,0
2270,6347,72764,111568,felony,property,2020-03-10,885,6163577,22.72054794520548,F,Black,2017-02-03,1,1.0,3,0,1
5626,2632,1307719,1998666,misdemeanor,drug,2019-03-26,911,3086994,22.10136986301369,M,Black,2018-09-03,0,0.0,2,0,0
5718,6229,1407719,8609418,misdemeanor,other,2015-02-19,559,4860301,56.50684931506849,M,White,2017-11-07,0,0.0,0,0,0
3430,3488,230959,5045367,misdemeanor,drug,2017-10-10,875,3128626,28.09041095890411,M,mixed,2018-08-25,0,0.0,0,0,0
6493,6439,3462861,6676950,misdemeanor,other,2016-09-02,92,6676950,71.27123287671233,M,Black,2016-09-02,0,0.0,0,0,0
4983,3317,1055158,28951840,felony,violent,2012-01-12,222,7157820,36.14520547945205,M,White,2016-05-06,0,0.0,0,0,0
5354,5173,1127005,8372892,misdemeanor,other,2015-05-06,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0,0,0
2178,1784,69777,5674527,misdemeanor,violent,2017-06-06,868,5594049,27.216438356164385,M,Other,2017-06-24,0,0.0,2,0,0
2119,4008,69058,7920523,misdemeanor,violent,2015-09-25,402,7255033,49.24931506849315,F,mixed,2016-04-10,0,0.0,0,0,0
741,4157,26152,5131756,misdemeanor,property,2017-09-23,671,4957370,27.528767123287672,M,Black,2017-10-24,0,0.0,1,0,0
4186,6361,571225,1217322,misdemeanor,property,2019-07-30,381,6053989,53.654794520547945,M,Black,2017-03-02,0,0.0,0,0,0
4471,4992,909315,7143426,misdemeanor,other,2016-05-10,410,4524392,22.035616438356165,M,Black,2018-01-11,0,0.0,0,0,0
3420,3625,230874,5175186,misdemeanor,violent,2017-09-15,172,5698616,39.18630136986302,M,mixed,2017-05-31,0,0.0,0,0,0
2856,5822,88044,10091425,felony,other,2013-10-16,214,2901631,58.2958904109589,M,Black,2018-10-08,0,0.0,0,0,0
2552,3187,79198,3940150,misdemeanor,drug,2018-04-15,813,3433327,28.265753424657536,M,White,2018-07-15,0,0.0,2,0,0
3087,3419,95389,11412300,misdemeanor,other,2012-07-05,897,5251707,36.84109589041096,,Black,2017-09-04,0,0.0,0,0,0
3261,5986,145687,8923209,misdemeanor,other,2014-11-03,817,6183350,38.347945205479455,M,Asian,2017-01-30,0,0.0,0,0,0
4587,974,919650,4714307,misdemeanor,violent,2017-11-30,744,7532175,34.915068493150685,M,Black,2016-01-24,0,0.0,0,0,0
4765,1523,988101,11235695,felony,property,2012-09-04,57,6185866,33.271232876712325,M,Black,2017-01-28,0,0.0,0,0,0
3937,580,358578,5692690,misdemeanor,drug,2017-06-01,423,2511968,38.64109589041096,M,,2018-12-19,0,0.0,2,0,0
5664,2244,1309468,7307171,misdemeanor,drug,2016-03-26,287,7307171,35.24931506849315,F,White,2016-03-26,0,0.0,0,0,0
6096,555,2106053,8379497,misdemeanor,violent,2015-05-04,357,6397938,47.74520547945205,F,White,2016-11-21,0,0.0,1,0,0
3014,5997,92636,8130743,misdemeanor,other,2015-07-23,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
5122,5962,1071856,7581961,misdemeanor,other,2016-01-09,13,7581961,33.6986301369863,M,White,2016-01-09,0,0.0,0,0,0
5766,4503,1440050,832272,felony,other,2019-10-11,131,5113359,27.572602739726022,M,White,2017-09-26,1,0.0,1,0,0
6050,5295,1799436,5675576,misdemeanor,drug,2017-06-06,336,5754726,21.36712328767124,M,White,2017-05-19,0,0.0,1,0,0
5913,5719,1602754,8762279,misdemeanor,other,2015-01-01,866,7539079,32.87123287671233,F,Black,2016-01-21,0,0.0,0,0,0
3230,390,126282,3573863,misdemeanor,property,2018-06-20,3,3573863,36.465753424657535,M,Black,2018-06-20,0,0.0,0,0,0
5004,2248,1058804,6553119,misdemeanor,property,2016-10-10,874,6215258,38.89315068493151,M,White,2017-01-20,0,0.0,1,0,0
4383,3042,848761,4562513,misdemeanor,drug,2018-01-03,613,7291921,30.10410958904109,M,White,2016-03-31,0,0.0,0,0,0
6248,5832,2582921,7277980,misdemeanor,other,2016-04-04,573,2532252,24.85753424657534,M,White,2018-12-16,0,0.0,1,0,0
1744,1103,57265,10455406,felony,drug,2013-06-10,116,5435848,31.40821917808219,M,Black,2017-07-29,1,0.0,0,0,0
3158,3677,103801,10453888,misdemeanor,drug,2013-06-11,997,7470210,22.88219178082192,M,Black,2016-02-12,0,0.0,0,0,0
2703,844,83127,3806457,felony,violent,2018-05-07,890,6186016,21.172602739726027,M,Black,2017-01-28,0,0.0,0,0,0
3674,565,320631,6655456,misdemeanor,drug,2016-09-08,996,6305418,31.63013698630137,M,Black,2016-12-23,0,0.0,0,0,0
5488,5346,1244695,4285426,felony,other,2018-02-24,211,3046602,45.02739726027397,F,White,2018-09-10,1,0.0,1,0,0
4311,6209,746888,4981381,misdemeanor,other,2017-10-20,561,4981381,47.06575342465754,F,Black,2017-10-20,0,0.0,0,0,0
6226,3140,2559192,846670,misdemeanor,violent,2019-10-10,694,6055237,65.05205479452054,M,Black,2017-03-02,0,0.0,0,0,0
5174,5909,1072559,8485159,misdemeanor,other,2015-04-01,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
4119,5461,539268,1343121,misdemeanor,property,2019-07-06,626,3993384,44.24383561643835,M,White,2018-04-05,0,0.0,0,0,0
2935,3441,92254,8637240,misdemeanor,other,2015-02-09,413,4354694,25.13150684931507,M,Black,2018-02-11,0,0.0,0,0,0
3345,3750,207810,5664215,misdemeanor,violent,2017-06-09,511,3739546,27.51780821917808,M,Black,2018-05-20,0,0.0,0,0,0
208,4774,8933,6393934,felony,drug,2016-11-22,698,6494293,50.36164383561644,M,Black,2016-10-26,1,1.0,1,0,0
676,2459,25060,4335959,misdemeanor,violent,2018-02-14,718,4796664,25.947945205479453,F,Black,2017-11-19,0,0.0,0,0,0
4592,4928,919650,1157538,misdemeanor,other,2019-08-11,744,7532175,34.915068493150685,M,Black,2016-01-24,0,0.0,0,0,0
3143,3685,101916,9142926,misdemeanor,property,2014-08-20,504,7278705,25.991780821917807,M,Black,2016-04-03,0,0.0,0,0,0
631,5384,23062,3575090,felony,other,2018-06-20,376,3575090,58.87123287671233,M,White,2018-06-20,0,1.0,0,0,0
4017,630,474178,8326988,misdemeanor,drug,2015-05-21,213,5597498,28.304109589041097,M,White,2017-06-23,0,0.0,0,0,0
862,4277,27249,2139881,misdemeanor,property,2019-03-04,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3,0,0
5612,5641,1306011,4767836,misdemeanor,property,2017-11-22,447,7193530,59.12054794520548,M,White,2016-04-26,0,0.0,2,0,0
5128,3326,1072559,9214004,misdemeanor,property,2014-07-28,467,6845142,55.02739726027397,M,White,2016-07-15,0,0.0,0,0,0
4223,3702,702095,6455738,misdemeanor,property,2016-11-09,223,6455738,51.64931506849315,F,Black,2016-11-09,0,0.0,0,0,0
6195,3243,2508428,5970937,misdemeanor,property,2017-03-27,68,5769400,35.37808219178082,M,White,2017-05-16,0,0.0,0,0,0
6251,5837,2591916,5298889,misdemeanor,other,2017-08-25,395,5298889,28.843835616438355,F,White,2017-08-25,0,0.0,0,0,0
1935,2910,64186,3733495,misdemeanor,drug,2018-05-21,917,6203506,35.85753424657534,M,Black,2017-01-24,0,0.0,0,0,0
2365,5629,75450,176534,misdemeanor,property,2020-02-26,81,7462166,53.10410958904109,M,White,2016-02-16,0,0.0,0,0,0
4783,5054,989231,2777894,misdemeanor,drug,2018-10-30,644,2777894,20.942465753424656,M,Black,2018-10-30,0,0.0,0,0,0
3938,605,358578,2424640,misdemeanor,other,2019-01-08,423,2511968,38.64109589041096,M,,2018-12-19,0,0.0,2,0,0
4550,4944,911946,8309182,misdemeanor,other,2015-05-27,727,6339294,31.46027397260274,M,Black,2016-12-13,0,0.0,0,0,0
825,6436,26596,7444714,misdemeanor,other,2016-02-20,137,7370720,46.40547945205479,M,mixed,2016-03-09,0,0.0,0,0,0
4257,4289,720250,11315842,misdemeanor,property,2012-08-08,884,5705381,31.14246575342466,M,Black,2017-05-30,0,0.0,1,0,0
1891,2924,63048,5524450,misdemeanor,other,2017-07-11,631,6194431,26.27671232876712,F,White,2017-01-26,0,0.0,0,0,0
832,4300,26679,9334379,felony,violent,2014-06-18,224,6916481,31.117808219178084,M,Black,2016-06-25,0,0.0,0,0,0
5874,1388,1543625,6463434,felony,violent,2016-11-06,441,4283852,56.85753424657534,M,Black,2018-02-25,0,0.0,0,0,0
4281,841,725268,4292059,misdemeanor,violent,2018-02-22,492,6889724,30.73972602739726,M,mixed,2016-07-05,0,0.0,0,0,0
4942,4666,1039827,5324540,misdemeanor,other,2020-09-10,361,3839724,22.438356164383563,M,Black,2018-05-01,0,0.0,0,0,0
1733,1345,57158,10566029,misdemeanor,drug,2013-05-02,168,3882249,29.983561643835618,M,Black,2018-04-23,0,0.0,0,0,0
3774,4642,336042,5170311,misdemeanor,other,2017-09-15,610,5170311,55.30684931506849,M,White,2017-09-15,0,0.0,0,0,0
5734,3240,1431898,5336569,misdemeanor,property,2017-08-18,859,5342043,57.12054794520548,M,Black,2017-08-17,0,0.0,0,0,0
5837,1726,1515517,3265123,misdemeanor,violent,2018-07-27,549,4397666,38.52876712328767,M,White,2018-02-02,0,0.0,2,0,0
2069,3443,67939,8639843,misdemeanor,property,2015-02-07,707,5475688,60.42191780821918,M,Black,2017-07-21,0,0.0,0,0,0
3473,6129,242483,6191499,misdemeanor,property,2017-01-27,617,4674255,66.57260273972602,M,Black,2017-12-08,0,0.0,0,0,0
4976,3397,1055115,7300056,misdemeanor,property,2016-03-29,226,7371681,57.56164383561644,M,White,2016-03-09,0,0.0,1,0,0
1367,697,47273,11487611,felony,drug,2012-06-08,621,7465597,23.38082191780822,M,Black,2016-02-13,0,0.0,0,0,0
3601,3675,306222,10407809,felony,property,2013-06-27,409,6809493,24.671232876712327,M,Black,2016-07-26,0,0.0,2,0,0
3832,4646,339988,5177770,misdemeanor,other,2017-09-14,139,5998375,56.57534246575342,M,,2017-03-17,0,0.0,0,0,0
3077,3809,93743,11337251,misdemeanor,other,2012-08-01,640,7392722,22.873972602739727,M,Black,2016-03-03,0,0.0,0,0,0
5495,1659,1250624,4222134,misdemeanor,violent,2018-03-07,602,5982356,24.66849315068493,F,Black,2017-03-22,0,0.0,0,0,0
5340,5119,1127005,3086892,misdemeanor,other,2018-09-03,234,3052452,52.342465753424655,M,White,2018-09-08,0,0.0,0,0,0
3598,2627,306222,3753499,felony,violent,2018-05-16,409,6809493,24.671232876712327,M,Black,2016-07-26,1,1.0,2,0,0
42,1728,2569,3515842,misdemeanor,other,2018-06-29,477,5294945,23.389041095890413,M,Black,2017-08-25,0,0.0,0,0,0
3362,3874,212874,6920047,misdemeanor,drug,2016-06-24,250,7184393,41.35068493150685,M,mixed,2016-04-29,0,0.0,1,0,0
3597,374,306222,3939111,felony,other,2018-04-15,409,6809493,24.671232876712327,M,Black,2016-07-26,0,0.0,2,0,0
848,4203,27249,8979062,misdemeanor,violent,2014-10-13,960,6478529,22.87945205479452,M,Black,2016-11-01,0,0.0,3,0,0
4743,917,971940,8054500,misdemeanor,drug,2015-08-16,794,4838938,28.084931506849315,M,Black,2017-11-12,0,0.0,0,0,0
1421,1569,48528,7755439,felony,violent,2015-11-15,155,3851361,25.53972602739726,M,White,2018-04-29,1,0.0,0,0,0
2313,5528,74677,8834040,misdemeanor,other,2014-12-04,294,6355703,28.54520547945205,M,White,2016-12-09,0,0.0,0,0,0
4980,3409,1055115,7205513,felony,property,2016-04-22,226,7371681,57.56164383561644,M,White,2016-03-09,0,1.0,1,0,0
3020,6009,92636,6792298,misdemeanor,other,2016-08-01,896,5155920,56.05479452054794,M,Black,2017-09-19,0,0.0,0,0,0
6435,2506,3231517,8947480,misdemeanor,property,2014-10-24,898,3512764,28.975342465753425,M,Black,2018-06-30,0,0.0,0,0,0
3254,3656,145687,11356626,misdemeanor,other,2012-07-25,817,6183350,38.347945205479455,M,Asian,2017-01-30,0,0.0,0,0,0
4883,1417,1009164,5473822,misdemeanor,property,2017-07-21,804,7293010,26.153424657534245,M,Black,2016-03-30,0,0.0,0,0,0
1015,2615,29538,2900343,misdemeanor,violent,2018-10-08,756,4502396,35.553424657534244,M,Black,2018-01-16,0,0.0,1,0,0
2839,5241,85806,4096594,misdemeanor,other,2020-08-10,14,6816869,30.0986301369863,M,White,2016-07-23,0,0.0,0,0,0
4657,5049,940651,3015248,misdemeanor,other,2018-09-15,601,3015248,40.293150684931504,F,mixed,2018-09-15,0,0.0,0,0,0
1396,482,48080,2684185,misdemeanor,drug,2018-11-16,512,6445341,38.95890410958904,M,Black,2016-11-11,0,0.0,0,0,0
4083,2707,531993,5598101,misdemeanor,property,2017-06-23,802,5598101,52.59178082191781,M,White,2017-06-23,0,0.0,1,0,0
4768,1629,988101,7227301,misdemeanor,property,2020-10-21,57,6185866,33.271232876712325,M,Black,2017-01-28,0,0.0,0,0,0
5648,2625,1309027,4642822,felony,property,2017-12-14,708,3066846,33.394520547945206,M,White,2018-09-06,0,0.0,0,0,0
3639,660,318135,5225243,misdemeanor,other,2017-09-08,995,6935981,34.8054794520548,M,White,2016-06-17,0,0.0,1,0,0
700,2591,25238,5597976,misdemeanor,violent,2017-06-23,595,6595530,20.353424657534248,M,White,2016-09-26,0,0.0,0,0,0
3669,398,320631,10104618,misdemeanor,drug,2020-12-19,996,6305418,31.63013698630137,M,Black,2016-12-23,0,0.0,0,0,0
5990,5340,1675740,6147642,misdemeanor,other,2017-02-07,609,6147642,34.961643835616435,M,White,2017-02-07,0,0.0,0,0,0
128,837,5400,2739279,felony,property,2018-11-05,642,4292218,27.21917808219178,M,Black,2018-02-22,0,0.0,0,0,0
5804,1856,1488855,6726312,misdemeanor,drug,2016-08-19,245,4207288,31.80821917808219,F,mixed,2018-03-09,0,0.0,0,0,0
994,2478,28865,3516456,misdemeanor,drug,2018-06-29,86,5883782,20.852054794520548,M,Black,2017-04-17,0,0.0,1,0,0
6481,4315,3458193,6455035,misdemeanor,violent,2016-11-09,505,6588601,25.621917808219177,M,Black,2016-09-28,0,0.0,0,0,0
5788,232,1475717,6260408,misdemeanor,property,2020-09-25,275,3193787,33.11232876712329,F,White,2018-08-10,0,0.0,0,0,0
4189,2554,586087,230530,misdemeanor,violent,2020-02-15,301,4497239,31.265753424657536,M,Black,2018-01-17,0,0.0,0,0,0
5740,3303,1435646,4155587,misdemeanor,drug,2018-03-20,847,4155587,32.99452054794521,F,White,2018-03-20,0,0.0,0,0,0
245,730,9523,10386581,misdemeanor,violent,2013-07-03,359,3126179,27.695890410958903,M,Black,2018-08-26,0,0.0,0,0,0
648,2334,24750,10200436,misdemeanor,violent,2013-09-05,313,2586870,35.0958904109589,M,White,2018-12-06,0,0.0,0,0,0
